doi,articleType,citationStyle,citationStringAnnotated
10.1016/0035-9203(87)90239-2,3,0,"<author><family>Kar</family>, <given>B.C.</given>, <family>Devi</family>, <given>S.</given>, <family>Dash</family>, <given>K.C.</given> and <family>Das</family>, <given>M.</given></author> (<issued><year>1987</year></issued>) <title>â€œThe sickle cell gene is widespread in India.â€</title> <container-title>Transactions of the Royal Society of Tropical Medicine and Hygiene</container-title>, <volume>81</volume>(<issue>2</issue>), pp. <page>273â€“275</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/0035-9203(87)90239-2</URL>"
10.9734/ijpss/2015/13699,3,0,"<author><family>Yoshida</family>, <given>T.</given>, <family>Namioka</family>, <given>K.</given>, <family>Zhao</family>, <given>L.</given>, <family>Wang</family>, <given>H.</given>, et al.</author> (<issued><year>2015</year></issued>) <title>â€œThe Relationship between Electrical Conductivity and Growth of Gramineae with Varied Tolerance to Sodic Saline Condition-selectivity of K+, Ca2+, and Mg2+ over Na+ in Puccinellia chinampoensis Ohwi.â€</title> <container-title>International Journal of Plant & Soil Science</container-title>, <volume>5</volume>(<issue>3</issue>), pp. <page>175â€“185</page>. [online] Available from: <URL>http://dx.doi.org/10.9734/ijpss/2015/13699</URL>"
10.1080/00431672.1995.9925345,3,0,"<author><family>Reed</family>, <given>Mary</given></author> (<issued><year>1995</year></issued>) <title>â€œWeather Talk: Celebrating with Flakes.â€</title> <container-title>Weatherwise</container-title>, <volume>47</volume>(<issue>6</issue>), pp. <page>39â€“40</page>. [online] Available from: <URL>http://dx.doi.org/10.1080/00431672.1995.9925345</URL>"
10.1016/s0161-6420(13)32331-8,3,0,"<author><family>Webb</family>, <given>Robert H.</given></author> (<issued><year>1991</year></issued>) <title>â€œAuthorâ€™s replyâ€</title>. <container-title>Ophthalmology</container-title>, <volume>98</volume>(<issue>2</issue>), p. <page>122</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/s0161-6420(13)32331-8</URL>"
10.1007/978-3-540-27794-1_16,7,0,"<author><family>Peters</family>, <given>James F.</given> and <family>Ramanna</family>, <given>Sheela</given></author> (<issued><year>2004</year></issued>) <title>â€œApproximation Space for Software Models,â€</title> in <container-title>Transactions on Rough Sets I</container-title>, <publisher>Springer Berlin Heidelberg</publisher>, pp. <page>338â€“355</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/978-3-540-27794-1_16</URL>"
10.3406/juro.1973.4456,3,0,"Anon (<issued><year>1973</year></issued>) <title>â€œRESPONSABILITE DE LA PUISSANCE PUBLIQUE - Usager / Accident / Circulation / Voie / DÃ©faut dâ€™entretien / Faute / Victime / Partage de responsabilitÃ© / Commune / Action en garantie / Entreprise / Contrat dâ€™entretienâ€</title>. <container-title>Ã‰tudes et dossiers (Institut dâ€™Ã©tudes judiciaires de Rennes)</container-title>, <volume>1</volume>(<issue>1</issue>), pp. <page>120â€“122</page>. [online] Available from: <URL>http://dx.doi.org/10.3406/juro.1973.4456</URL>"
10.1002/1097-4679(199501)51:1&lt;100::aid-jclp2270510116&rt;3.0.co;2-a,3,0,"<author><family>Blais</family>, <given>Mark A.</given>, <family>Norman</family>, <given>Dennis K.</given>, <family>Quintar</family>, <given>Bady</given> and <family>Herzog</family>, <given>David B.</given></author> (<issued><year>1995</year></issued>) <title>â€œThe effect of administration method: A comparison of the Rapaport and Exner Rorschach systems.â€</title> <container-title>Journal of Clinical Psychology</container-title>, <volume>51</volume>(<issue>1</issue>), pp. <page>100â€“107</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/1097-4679(199501)51:1&lt;100::aid-jclp2270510116&rt;3.0.co;2-a</URL>"
10.1142/9789812799753_0060,22,0,"<author><family>Gadea</family>, <given>A.</given>, <family>de Angelis</family>, <given>G.</given>, <family>Banu</family>, <given>A.</given>, <family>Farnea</family>, <given>E.</given>, et al.</author> (<issued><year>2001</year></issued>) <title>â€œOctupole correlations in the 112Ba region,â€</title> in <container-title>Nuclear Structure</container-title>, <publisher>WORLD SCIENTIFIC</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1142/9789812799753_0060</URL>"
10.7326/0003-4819-130-11-199906010-00007,3,0,"<author><family>Gause</family>, <given>Paul E.</given></author> (<issued><year>1999</year></issued>) <title>â€œEpinephrine and Outcome after Cardiac Arrest.â€</title> <container-title>Annals of Internal Medicine</container-title>, <volume>130</volume>(<issue>11</issue>), p. <page>942</page>. [online] Available from: <URL>http://dx.doi.org/10.7326/0003-4819-130-11-199906010-00007</URL>"
10.1515/9783110352962.v,7,0,"Anon (n.d.) <title>â€œAcknowledgements,â€</title> in <container-title>Wisdom Epistemology in the Psalter</container-title>, <publisher>DE GRUYTER</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1515/9783110352962.v</URL>"
10.1016/j.rmr.2013.09.011,3,0,"<author><family>Aguilaniu</family>, <given>B.</given> and <family>Wallaert</family>, <given>B.</given></author> (<issued><year>2013</year></issued>) <title>â€œInterprÃ©tation illustrÃ©e de lâ€™Ã©preuve fonctionnelle Ã  lâ€™exercice (EFX)â€</title>. <container-title>Revue des Maladies Respiratoires</container-title>, <volume>30</volume>(<issue>10</issue>), pp. <page>812â€“813</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.rmr.2013.09.011</URL>"
10.4268/cjcmm20130104,3,0,Anon (<issued><year>2013</year></issued>) <title>â€œTissue culture of medicinal plant and abscisic acid.â€</title> <container-title>China Journal of Chinese Materia Medica</container-title>. [online] Available from: <URL>http://dx.doi.org/10.4268/cjcmm20130104</URL>
10.5212/rev.hist.reg.v.16i2.0012,3,0,"<author><family>Salgueiro</family>, <given>Eduardo de Melo</given></author> (<issued><year>2011</year></issued>) <title>â€œDisputas e debates sobre a colonizaÃ§Ã£o do estado de Mato Grosso nas pÃ¡ginas da Revista Brasil-Oeste.â€</title> <container-title>Revista de HistÃ³ria Regional</container-title>, <volume>16</volume>(<issue>2</issue>), pp. <page>630â€“671</page>. [online] Available from: <URL>http://dx.doi.org/10.5212/rev.hist.reg.v.16i2.0012</URL>"
10.1111/ajo.1975.15.issue-2,37,0,"Anon (<issued><year>1975</year></issued>) <container-title>The Australian and New Zealand Journal of Obstetrics and Gynaecology</container-title>, <volume>15</volume>(<issue>2</issue>). [online] Available from: <URL>http://dx.doi.org/10.1111/ajo.1975.15.issue-2</URL>"
10.1111/j.1365-2621.2008.01724.x,3,0,"<author><family>Devlieghere</family>, <given>Frank</given>, <family>Vermeiren</family>, <given>Lieve</given>, <family>Bontenbal</family>, <given>Erwin</given>, <family>Lamers</family>, <given>Pieter-Paul</given> and <family>Debevere</family>, <given>Johan</given></author> (<issued><year>2009</year></issued>) <title>â€œReducing salt intake from meat products by combined use of lactate and diacetate salts without affecting microbial stability.â€</title> <container-title>International Journal of Food Science & Technology</container-title>, <volume>44</volume>(<issue>2</issue>), pp. <page>337â€“341</page>. [online] Available from: <URL>http://dx.doi.org/10.1111/j.1365-2621.2008.01724.x</URL>"
10.1016/s1010-7940(07)00556-8,3,0,"Anon (<issued><year>2007</year></issued>) <title>â€œContents.â€</title> <container-title>European Journal of Cardio-Thoracic Surgery</container-title>, <volume>32</volume>(<issue>2</issue>), pp. <page>iiiâ€“v</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/s1010-7940(07)00556-8</URL>"
10.25290/prinunivlibrchro.72.2.0533,3,0,"<author><family>Mimi Sheller</family></author> (<issued><year>2011</year></issued>) <title>â€œHidden Textures of Race and Historical Memory: The Rediscovery of Photographs Relating to Jamaicaâ€™s Morant Bay Rebellion of 1865â€</title>. <container-title>The Princeton University Library Chronicle</container-title>, <volume>72</volume>(<issue>2</issue>), p. <page>533</page>. [online] Available from: <URL>http://dx.doi.org/10.25290/prinunivlibrchro.72.2.0533</URL>"
10.1007/bf00538041,3,0,"<author><family>Mï¿½nz</family>, <given>H.</given></author> (<issued><year>1951</year></issued>) <title>â€œEin Integrationsverfahren fï¿½r die Berechnung der Biegespannungen achsensymmetrischer Schalen unter achsensymmetrischer Belastung.â€</title> <container-title>Ingenieur-Archiv</container-title>, <volume>19</volume>(<issue>2</issue>), pp. <page>103â€“117</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/bf00538041</URL>"
10.1016/j.pediatrneurol.2004.06.009,3,0,"<author><family>Aydin</family>, <given>Adem</given>, <family>Atasever</family>, <given>SeÃ§kin</given> and <family>CakmakcÄ±</family>, <given>Handan</given></author> (<issued><year>2005</year></issued>) <title>â€œAcute disseminated encephalomyelitis presenting with bilateral transient amaurosis.â€</title> <container-title>Pediatric Neurology</container-title>, <volume>32</volume>(<issue>1</issue>), pp. <page>60â€“63</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.pediatrneurol.2004.06.009</URL>"
10.15405/epsbs.2018.12.21,22,0,"<author><family>Bayaskalanova</family>, <given>T.</given></author> (<issued><year>2018</year></issued>) <title>â€œDigital Transformation Of Communication Between Government Authorities And Citizens,â€</title> in <publisher>Cognitive-Crcs</publisher>. [online] Available from: <URL>http://dx.doi.org/10.15405/epsbs.2018.12.21</URL>"
10.1109/ccece.2008.4564702,22,0,"<author><family>Geurkov</family>, <given>Vadim</given>, <family>Dynkin</family>, <given>Vladimir</given> and <family>Sedaghat</family>, <given>Reza</given></author> (<issued><year>2008</year></issued>) <title>â€œAn error-locating signature analyzer to identify faulty units in digital systems,â€</title> in <container-title>2008 Canadian Conference on Electrical and Computer Engineering</container-title>, <publisher>IEEE</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1109/ccece.2008.4564702</URL>"
10.1016/j.nuclcard.2004.06.026,3,0,"<author><family>GIEDD</family>, <given>K</given></author> (<issued><year>2004</year></issued>) <title>â€œA rise in systolic blood pressure during adenosine stress myocardial perfusion imaging does not increase the likelihood of an abnormal scan.â€</title> <container-title>Journal of Nuclear Cardiology</container-title>, <volume>11</volume>(<issue>4</issue>), pp. <page>S8â€“S9</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.nuclcard.2004.06.026</URL>"
10.1016/s0043-1354(97)00471-5,3,0,"<author><family>Gouzinis</family>, <given>A</given>, <family>Kosmidis</family>, <given>N</given>, <family>Vayenas</family>, <given>D.V</given> and <family>Lyberatos</family>, <given>G</given></author> (<issued><year>1998</year></issued>) <title>â€œRemoval of Mn and simultaneous removal of NH3, Fe and Mn from potable water using a trickling filter.â€</title> <container-title>Water Research</container-title>, <volume>32</volume>(<issue>8</issue>), pp. <page>2442â€“2450</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/s0043-1354(97)00471-5</URL>"
10.2307/1073403,3,0,"<author><family>Katzman</family>, <given>Van S.</given></author> (<issued><year>1993</year></issued>) <title>â€œThe Waste of War: Government Cercla Liability at World War II Facilities.â€</title> <container-title>Virginia Law Review</container-title>, <volume>79</volume>(<issue>5</issue>), p. <page>1191</page>. [online] Available from: <URL>http://dx.doi.org/10.2307/1073403</URL>"
10.15353/cgjsc-rcessc.v2i2.62,3,0,"<author><family>Dominique-Legault</family>, <given>Pascal</given></author> (<issued><year>2013</year></issued>) <title>â€œLe projet de loi antiterroriste canadienâ€¯: une sÃ©lection sÃ©curitaire.â€</title> <container-title>Canadian Graduate Journal of Sociology and Criminology</container-title>, <volume>2</volume>(<issue>2</issue>), p. <page>73</page>. [online] Available from: <URL>http://dx.doi.org/10.15353/cgjsc-rcessc.v2i2.62</URL>"
10.1142/s0217732318501237,3,0,"<author><family>Ali</family>, <given>Farhad</given>, <family>Mashwani</family>, <given>Wali Khan</given> and <family>Jan</family>, <given>Muhammad Asif</given></author> (<issued><year>2018</year></issued>) <title>â€œCorrection to the conservation laws in plane symmetric gravitational wave-like spacetimes.â€</title> <container-title>Modern Physics Letters A</container-title>, <volume>33</volume>(<issue>21</issue>), p. <page>1850123</page>. [online] Available from: <URL>http://dx.doi.org/10.1142/s0217732318501237</URL>"
10.1007/s11191-004-8373-8,3,0,"<author><family>Matthews</family>, <given>Michael R.</given>, <family>Gauld</family>, <given>Colin</given> and <family>Stinner</family>, <given>Arthur</given></author> (<issued><year>2004</year></issued>) <title>â€œIntroduction.â€</title> <container-title>Science & Education</container-title>, <volume>13</volume>(<issue>7â€“8</issue>), pp. <page>609â€“611</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/s11191-004-8373-8</URL>"
10.1353/cal.2007.0078,3,0,"<author><family>Rowell</family>, <given>Charles H.</given> and <family>Melnick</family>, <given>Patrice.</given></author> (<issued><year>2006</year></issued>) <title>â€œPatrice Melnick.â€</title> <container-title>Callaloo</container-title>, <volume>29</volume>(<issue>4</issue>), pp. <page>1416â€“1423</page>. [online] Available from: <URL>http://dx.doi.org/10.1353/cal.2007.0078</URL>"
10.1515/revneuro-2012-0069,3,0,"<author><family>Mouri</family>, <given>Akihiro</given>, <family>Noda</family>, <given>Yukihiro</given>, <family>Watanabe</family>, <given>Ken</given> and <family>Nabeshima</family>, <given>Toshitaka</given></author> (<issued><year>2013</year></issued>) <title>â€œThe roles of MAGE-D1 in the neuronal functions and pathology of the central nervous system.â€</title> <container-title>Reviews in the Neurosciences</container-title>, <volume>24</volume>(<issue>1</issue>). [online] Available from: <URL>http://dx.doi.org/10.1515/revneuro-2012-0069</URL>"
